"p","e","flux inf","flux hor","flux L inf","flux L hor"
81.5901510535477,0.2764622712816465,1.369060210400381e-8,-5.493824205474634e-12,9.711857126921499e-6,-3.4332931603191973e-9
82.80618076415671,0.32353772871835346,1.251272476870465e-8,-5.171363504166522e-12,8.951307923942036e-6,-3.134613273002134e-9
84.01259154797708,0.37003360915677164,1.1373990734254343e-8,-4.855903881029606e-12,8.188968646975949e-6,-2.8462746271940455e-9
85.17896601780467,0.41480502970952693,1.0295649334448855e-8,-4.539817800093762e-12,7.448943276501797e-6,-2.574077213686218e-9
86.27563454335574,0.4567495694147846,9.292723148353867e-9,-4.215367569072873e-12,6.753097804169713e-6,-2.322176790987379e-9
87.27450776071167,0.4948344144990551,8.377142025655501e-9,-3.879893716876369e-12,6.120163917223822e-6,-2.093590827572251e-9
88.14986641194736,0.5281217896800092,7.56322014396985e-9,-3.5423237166449987e-12,5.565978396762103e-6,-1.8914555089796194e-9
88.87908294458008,0.5557920493062276,6.8710528315919535e-9,-3.2246308186107946e-12,5.104195222545616e-6,-1.720107024354298e-9
89.44325360441084,0.577163859753386,6.324683864808225e-9,-2.9555569087155685e-12,4.7465808096911515e-6,-1.5849893232882853e-9
89.82772385927322,0.5917109761193029,5.946724667927032e-9,-2.761381141580948e-12,4.502635830004752e-6,-1.4914898519902461e-9
90.02249381092939,0.5990752001199384,5.753603727974481e-9,-2.6600361137429724e-12,4.378982184618507e-6,-1.4436847228189185e-9
60.3115672678339,0.0009247998800616108,4.9177798489767904e-8,-2.6308099383726284e-11,0.000023046318203000654,-1.2328812752693642e-8
60.45968287239513,0.008289023880697022,4.869720841648222e-8,-2.5960666529711604e-11,0.00002290436058138195,-1.2208847299170146e-8
60.75278566150002,0.022836140246613956,4.774981376868685e-8,-2.530035248650261e-11,0.00002261684242736954,-1.1972019019259427e-8
61.184614389792976,0.04420795069377237,4.6363577949734e-8,-2.4389588542968932e-11,0.00002217810234600114,-1.1624733902987845e-8
61.745784239975244,0.07187821031999073,4.4580814373479075e-8,-2.3306778044568746e-11,0.000021583111229339158,-1.1176924293028514e-8
62.423839672349516,0.1051655855009449,4.2457368920620787e-8,-2.213188098313895e-11,0.000020830653999299505,-1.0642039144704276e-8
63.203383027913134,0.14325043058521536,4.006029396832705e-8,-2.093302669301213e-11,0.00001992622018692094,-1.0036624834387932e-8
64.06630399872869,0.18519497029047305,3.746418189637897e-8,-1.9757495634662593e-11,0.000018883952429283073,-9.379483658848474e-9
64.99212213755989,0.22996639084322837,3.474682958276804e-8,-1.862907162798227e-11,0.000017727238274846554,-8.690571665309095e-9
65.95844010014652,0.2764622712816465,3.198498913431794e-8,-1.7551492406326024e-11,0.000016487848603256316,-7.98985301595874e-9
66.9414928557979,0.32353772871835346,2.9250327980304045e-8,-1.6515128747880636e-11,0.000015203765021520589,-7.296235674035208e-9
67.91676955762142,0.37003360915677164,2.6605015795071387e-8,-1.5502405640660632e-11,0.000013915998018644139,-6.626509806592699e-9
68.85968043116512,0.41480502970952693,2.4097434284407508e-8,-1.4490145158245136e-11,0.000012664946367601425,-5.994243336249464e-9
69.74624019748794,0.4567495694147846,2.1761829977445252e-8,-1.3454678358455499e-11,0.000011487321878223587,-5.409213517157084e-9
70.55374108361048,0.4948344144990551,1.9626083387803248e-8,-1.2387597041944898e-11,0.00001041477502096938,-4.878504817303639e-9
71.26139133818326,0.5281217896800092,1.7724580562056107e-8,-1.1316147652192019e-11,9.474395372001683e-6,-4.409362702815184e-9
71.85089858098912,0.5557920493062276,1.6105695422258276e-8,-1.0308525875825638e-11,8.689855813653342e-6,-4.011733645701894e-9
72.30698079424897,0.577163859753386,1.482691624129315e-8,-9.454914739437056e-12,8.0817222753074e-6,-3.6981524762532904e-9
72.61779108137524,0.5917109761193029,1.3941967097918373e-8,-8.83854318570337e-12,7.666628589229298e-6,-3.481107683421733e-9
72.77524540672869,0.5990752001199384,1.3489716947138084e-8,-8.516675953049809e-12,7.456149289328073e-6,-3.3701104607615294e-9
48.29622260849272,0.0009247998800616108,1.1899582340394593e-7,-8.829739051011642e-11,0.00003996912428683019,-2.965788092766698e-8
48.41483044002051,0.008289023880697022,1.1783430644761532e-7,-8.713502299013464e-11,0.00003972333555733921,-2.9370623729261077e-8
48.649540930744735,0.022836140246613956,1.1554566689498508e-7,-8.492439836140909e-11,0.00003922576854905627,-2.8803412252037097e-8
48.99534020831552,0.04420795069377237,1.1219926509446815e-7,-8.187197731046511e-11,0.00003846703781698039,-2.797136631067056e-8
49.44471311028671,0.07187821031999073,1.0789933696154887e-7,-7.82376197095916e-11,0.00003743892389841863,-2.689801232527798e-8
49.98768550490911,0.1051655855009449,1.0278232718806513e-7,-7.428722479928312e-11,0.000036139719236191953,-2.561532479427847e-8
50.61192727375718,0.14325043058521536,9.701077521961054e-8,-7.024846980710701e-11,0.00003457910633222716,-2.4162773152806864e-8
51.30293606672999,0.18519497029047305,9.076418305952005e-8,-6.62807188492054e-11,0.0000327814360161439,-2.2585339552283602e-8
52.04431157649591,0.22996639084322837,8.422861827934936e-8,-6.246583306853811e-11,0.000030786741870925626,-2.0930877067865512e-8
52.8181184852837,0.2764622712816465,7.758674084182884e-8,-5.88192838436151e-11,0.000028649304958571436,-1.9247355210348715e-8
53.605326261065585,0.32353772871835346,7.100836938300109e-8,-5.531235183499451e-11,0.000026433993781812964,-1.758030041350491e-8
54.38630713803356,0.37003360915677164,6.464000042276769e-8,-5.189071336623807e-11,0.000024210841096788958,-1.5970278987927216e-8
55.14137014686573,0.41480502970952693,5.859484372977605e-8,-4.848253314341531e-11,0.00002204883842911382,-1.445028134231748e-8
55.851308385411485,0.4567495694147846,5.295319134511655e-8,-4.501375826176656e-11,0.000020010830561944104,-1.3044271907182583e-8
56.4979379511719,0.4948344144990551,4.7782731482050694e-8,-4.145702482121654e-11,0.00001815147644827594,-1.1769564016193037e-8
57.064609251090694,0.5281217896800092,4.3169987450059046e-8,-3.789790574049654e-11,0.0000165183311520567,-1.0643439463502556e-8
57.53667413545088,0.5557920493062276,3.9236950230713994e-8,-3.455542118366174e-11,0.000015153669515909984,-9.689335123561547e-9
57.90189508886357,0.577163859753386,3.612732923040001e-8,-3.172362888816232e-11,0.000014094575722780318,-8.936918225553093e-9
58.1507853680599,0.5917109761193029,3.3974332069614895e-8,-2.9677467442704633e-11,0.000013371094353365071,-8.416019355692198e-9
58.27687144893009,0.5990752001199384,3.287380212812822e-8,-2.8608271903448464e-11,0.000013004083458376116,-8.149564028843581e-9
38.615777477684965,0.0009247998800616108,2.8941223471994243e-7,-2.972861442972804e-10,0.0000695210113058057,-7.141233392916398e-8
38.71061167758744,0.008289023880697022,2.865912380754582e-7,-2.9339088565217046e-10,0.00006909431543618822,-7.07253226862917e-8
38.89827703922362,0.022836140246613956,2.8103615612039563e-7,-2.859752826802887e-10,0.000068231066748621,-6.936822279688301e-8
39.174764665654884,0.04420795069377237,2.7292118414862865e-7,-2.757190481398058e-10,0.00006691591904083541,-6.737625397194718e-8
39.534065725857666,0.07187821031999073,2.62505732735953e-7,-2.634806155084305e-10,0.00006513568472395152,-6.48045945640459e-8
39.96820529278059,0.1051655855009449,2.501259478162622e-7,-2.5014274453511385e-10,0.00006288829994542258,-6.172875989055606e-8
40.46732468423947,0.14325043058521536,2.361781834108669e-7,-2.3646688402488805e-10,0.00006019098417791026,-5.8242559098031784e-8
41.01982838625507,0.18519497029047305,2.2109603481091983e-7,-2.2299269532179803e-10,0.000057085737790989665,-5.445347645308245e-8
41.61260335221052,0.22996639084322837,2.0532525457821504e-7,-2.1000575477613723e-10,0.0000536410567337104,-5.0476364393457715e-8
42.231309200961306,0.2764622712816465,1.893005021110769e-7,-1.9757257983091607e-10,0.000049949576110675264,-4.642676337252338e-8
42.86072986072428,0.32353772871835346,1.7342336093512603e-7,-1.8561418880633218e-10,0.00004612191249018787,-4.2414702038482617e-8
43.48517173485998,0.37003360915677164,1.5803742477127597e-7,-1.7397028380171582e-10,0.00004227742827593819,-3.853870239979449e-8
44.08889069166236,0.41480502970952693,1.4340550818391435e-7,-1.6242763907589753e-10,0.00003853368688009183,-3.4879581951533884e-8
44.656529640671216,0.4567495694147846,1.2971460397589753e-7,-1.5076346054417414e-10,0.00003499812269613465,-3.14966924081202e-8
45.17354944208122,0.4948344144990551,1.1713021864422392e-7,-1.3889171549150934e-10,0.00003176531003048021,-2.843274603365461e-8
45.62663773012482,0.5281217896800092,1.0587359048604988e-7,-1.270749176848716e-10,0.00002891930652156517,-2.5728900579784473e-8
46.00408241513164,0.5557920493062276,9.625724254866597e-8,-1.160044954965119e-10,0.00002653640996567282,-2.343983817747922e-8
