"p","e","flux inf","flux hor","flux L inf","flux L hor"
121.40419396546544,0.0009247998800616108,3.0229681550463652e-9,-2.062645666877384e-12,4.04646714763234e-6,-2.7609995910567707e-9
121.70474041962171,0.008289023880697022,2.9931324770322793e-9,-2.0350223842462848e-12,4.0212692018015984e-6,-2.733678970186433e-9
122.31049965374682,0.022836140246613956,2.933220295218559e-9,-1.981614766321753e-12,3.969309222646753e-6,-2.6788159751212502e-9
123.22842513324849,0.04420795069377237,2.8432032747257244e-9,-1.9059609077164547e-12,3.888051882692125e-6,-2.5963835691181217e-9
124.46363575084239,0.07187821031999073,2.7239744646075036e-9,-1.8129344590764487e-12,3.775010773463399e-6,-2.4872012288553563e-9
126.01462159589724,0.1051655855009449,2.578000952797805e-9,-1.7081030442369415e-12,3.6289074069644123e-6,-2.353534664893601e-9
127.86894639826757,0.14325043058521536,2.4096258159324093e-9,-1.5969039827603683e-12,3.450632476782512e-6,-2.1993727804940175e-9
130.0003741951676,0.18519497029047305,2.2248780167235717e-9,-1.4838882556120637e-12,3.2437381995039572e-6,-2.030251476944743e-9
132.36788595867958,0.22996639084322837,2.0308546735917396e-9,-1.3722999733470325e-12,3.0143442439401678e-6,-1.852684953357101e-9
134.9165587150163,0.2764622712816465,1.8348920559934402e-9,-1.2640893032306732e-12,2.770526107024334e-6,-1.6734041305357548e-9
137.57991895409103,0.32353772871835346,1.6437552232459555e-9,-1.160191799175029e-12,2.521382199081509e-6,-1.4986195849527302e-9
140.28322504291134,0.37003360915677164,1.4629862352810427e-9,-1.0607522844554394e-12,2.276013382073512e-6,-1.333437141966992e-9
142.94715407892087,0.41480502970952693,1.2964964886936503e-9,-9.652132126585458e-13,2.0426199617771163e-6,-1.1814878305619514e-9
145.4914897952333,0.4567495694147846,1.146561265155523e-9,-8.727252151741707e-13,1.827896827494307e-6,-1.0448883261358616e-9
147.838553180256,0.4948344144990551,1.014353357603638e-9,-7.832856680266598e-13,1.6368608378537502e-6,-9.246749442163913e-10
149.91623899335173,0.5281217896800092,9.008004391022951e-10,-6.989558682676334e-13,1.4730973760210963e-6,-8.215781877007422e-10
151.66060302616197,0.5557920493062276,8.071922620539941e-10,-6.238999042443916e-13,1.339198714022338e-6,-7.366393033755983e-10
153.01799016564476,0.577163859753386,7.351627551387969e-10,-5.630331367487182e-13,1.237110035669898e-6,-6.712647917901222e-10
153.9467129839548,0.5917109761193029,6.862550726030049e-10,-5.20431266357886e-13,1.1682680910660286e-6,-6.268477045252778e-10
154.41829558297124,0.5990752001199384,6.615451550880457e-10,-4.985942985147679e-13,1.133616953407157e-6,-6.043937551529821e-10
110.30871452676396,0.0009247998800616108,4.428855556811006e-9,-3.4922643525826243e-12,5.135033811936168e-6,-4.049096904570629e-9
110.58179317364322,0.008289023880697022,4.385161011860139e-9,-3.4455055801060456e-12,5.103074526268789e-6,-4.0090416033393295e-9
111.13219032423973,0.022836140246613956,4.297424624975607e-9,-3.355100148493011e-12,5.037177065058064e-6,-3.928608796204748e-9
111.96622394670253,0.04420795069377237,4.165613399222328e-9,-3.2270359434611615e-12,4.934133599429563e-6,-3.807763608220061e-9
113.08854510337814,0.07187821031999073,3.991044065137353e-9,-3.0695618077374595e-12,4.790799133074398e-6,-3.6477123901081883e-9
114.49778187872278,0.1051655855009449,3.777334864737623e-9,-2.8921021289376513e-12,4.605557748678322e-6,-3.4517799428771418e-9
116.18263458918805,0.14325043058521536,3.530845371878144e-9,-2.7038619299429887e-12,4.379539373776244e-6,-3.2258140539773463e-9
118.11926505229658,0.18519497029047305,3.260396826730415e-9,-2.5125467324157376e-12,4.117242238831918e-6,-2.9779264776903268e-9
120.27040308739846,0.22996639084322837,2.976369257215596e-9,-2.323650087962486e-12,3.826414647963501e-6,-2.7176600480993825e-9
122.58614528968891,0.2764622712816465,2.6894900835630887e-9,-2.140474921089017e-12,3.5172814607941017e-6,-2.4548739613151234e-9
125.00609335489004,0.32353772871835346,2.409650284297249e-9,-1.964607197265316e-12,3.201364464698141e-6,-2.1986654776374944e-9
